"","PWSID","PWS_Name","Counties_Served","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","Intend.to.apply.","Application.complete.","Type","Primary.Source.Water.Type","Source","Purchased","LN_POP","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL_BI","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","hasnotreceivedfunding","didnotapplycovid","TMF_combined_count","TMF_combined_any","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any"
"250","CA4110022","CITY OF REDWOOD CITY","San Mateo","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,23460,91874,138259.1158,17.1510791,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",11.4281842365151,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"251","CA4110023","CITY OF SAN BRUNO","San Mateo","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,11206,44745,144823.3346,19.95712884,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Yes","Yes","C","SWP","SW","Purchased",10.708757334233,"NONE","NONE","NONE","NONE","No",NA,NA,"No","1","1","0","0","0","0","0","0"
"252","CA4310020","CITY OF SAN JOSE - EVG/EDV/COY","Santa Clara","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,24020,98198,118424.3202,13.05883646,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","Yes","Yes","C","SWP","SW","Purchased",11.4947513109913,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"253","CA4310019","CITY OF SAN JOSE - NSJ/ALVISO","Santa Clara","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,2201,37991,115860.8517,31.91539578,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","Yes","Yes","C","SWP","SW","Purchased",10.545130890229,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"254","CA4310012","CITY OF SANTA CLARA","Santa Clara","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,24078,132476,155047.8957,21.07691516,"At-Risk",NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SWP","SW","Purchased",11.7941643244351,NA,NA,NA,NA,"No","No","Yes","No","0","0","0","0","0","0","0","0"
"255","CA4310014","CITY OF SUNNYVALE","Santa Clara","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,29156,156234,162776.8659,17.90811179,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SWP","SW","Purchased",11.9591165629904,NA,NA,NA,NA,"No",NA,NA,"No","0","0","0","0","0","0","0","0"
"256","CA4110017","MENLO PARK MUNICIPAL WATER","San Mateo","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,4175,19297,164696.6385,20.33093075,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",9.86775674258033,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"257","CA4110016","TOWN OF HILLSBOROUGH","San Mateo","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,4302,11387,195863.4789,4.593530498,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","No","No","C","SWP","SW","Purchased",9.34031544839793,"NONE","NONE","NONE","HIGH","No",NA,NA,"Yes","0","0","2","1","0","0","0","0"
"258","CA4110018","CITY OF MILLBRAE","San Mateo","DISTRICT 17 - SANTA CLARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,6613,22795,139036.2057,14.3397312,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",10.0343403609549,"NONE","NONE","NONE","NONE","No","No","Yes","No","0","0","0","0","1","1","0","0"
"259","CA4910002","CLOVERDALE, CITY OF","Sonoma","DISTRICT 18 - SONOMA","City",NA,"Yes","Yes","Full",NA,"Full",NA,3265,10557,90387.23774,20.13063542,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GU","GW","Self-produced",9.26463914538356,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"260","CA4910005","HEALDSBURG, CITY OF","Sonoma","DISTRICT 18 - SONOMA","City",NA,"Yes","Yes","Full",NA,"Full",NA,4612,10914,92948.46483,13.32255205,"Not At-Risk",NA,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","GU","GW","Self-produced",9.29789326898404,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"261","CA4910006","PETALUMA, CITY OF","Sonoma","DISTRICT 18 - SONOMA","City",NA,"Yes","Yes","Full",NA,"Full",NA,20401,60665,104420.1786,16.53013142,"Not At-Risk",NA,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",11.0131386883195,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"262","CA4910014","ROHNERT PARK, CITY OF","Sonoma","DISTRICT 18 - SONOMA","City",NA,"Yes","Yes","Full",NA,"Full",NA,10414,43693,95117.99146,14.82802748,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",10.684966071886,"NONE","NONE","NONE","NONE","No",NA,NA,"No","1","1","0","0","0","0","0","0"
"263","CA4910011","SEBASTOPOL, CITY OF","Sonoma","DISTRICT 18 - SONOMA","City",NA,"Yes","Yes","Full",NA,"Full",NA,2947,7522,107389.2012,12.43755123,"Potentially At-Risk",0,250026.71,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","MEDIUM","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",8.92572027356022,"NONE","NONE","NONE","NONE","Yes",NA,NA,"No","0","0","0","0","1","1","1","1"
"264","CA4910012","SONOMA, CITY OF","Sonoma","DISTRICT 18 - SONOMA","City",NA,"Yes","Yes","Full",NA,"Full",NA,4343,11725,99408.45487,9.910052503,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",9.36956387752416,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"265","CA4910017","WINDSOR, TOWN OF","Sonoma","DISTRICT 18 - SONOMA","City",NA,"Yes","Yes","Full",NA,"Full",NA,9081,25985,123941.6649,14.59149406,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",10.1653132104427,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"266","CA4910016","COTATI, CITY OF","Sonoma","DISTRICT 18 - SONOMA","City",NA,"Yes","Yes","Full",NA,"Full",NA,2698,7360,103123.1706,14.87606798,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",8.90395107205871,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"267","CA4910009","SANTA ROSA, CITY OF","Sonoma","DISTRICT 18 - SONOMA","City",NA,"Yes","Yes","Full",NA,"Full",NA,53759,178177,104590.2772,16.56841258,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","GW","GW","Self-produced",12.0905383296073,NA,NA,NA,NA,"No",NA,NA,"No","0","0","0","0","0","0","0","0"
"268","CA1510032","CALIFORNIA CITY, CITY OF","Kern","DISTRICT 19 - TEHACHAPI","City",NA,"Yes","Yes","Full",NA,"Full",NA,4570,14198,36632.40815,36.2673998,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","No","No","C","SWP","SW","Purchased",9.56092681857436,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","0","0","0","0"
"269","CA1510020","TEHACHAPI, CITY OF","Kern","DISTRICT 19 - TEHACHAPI","City",NA,"Yes","Yes","Full",NA,"Full",NA,3472,9094,57494.03646,33.12457374,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",9.11548009095222,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"270","CA1500324","WONDER ACRES WATER SYSTEM","Kern","DISTRICT 19 - TEHACHAPI","City",NA,"Yes","Yes","Full",NA,"Full",NA,34,92,NA,41.23572605,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","UNKNOWN","NONE","NONE","NONE","NONE","NONE","No","No","C","GWP","GW","Purchased",4.53259949315326,"NONE","HIGH","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","1","1","0","0"
"271","CA3310006","BANNING, CITY OF","Riverside","DISTRICT 20 - RIVERSIDE","City",NA,"Yes","Yes","Full",NA,"Full",NA,11337,31179,70713.34379,31.72218227,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",10.3475321426118,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"272","CA3310003","BLYTHE - CITY OF","Riverside","DISTRICT 20 - RIVERSIDE","City",NA,"Yes","Yes","Full",NA,"Full",NA,3426,9890,54021.01663,36.53859755,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",9.19938053173984,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"273","CA3301630","BLYTHE - HIDDEN BEACHES","Riverside","DISTRICT 20 - RIVERSIDE","City",NA,"Yes","Yes","Full",NA,"Full",NA,123,393,88897.37652,32.98689672,"Failing",0,0,"NO","YES","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",5.97635090929793,"NONE","HIGH","NONE","NONE","No","No","Yes","No","0","0","0","0","2","1","0","0"
"274","CA3301428","BLYTHE - MESA RANCH","Riverside","DISTRICT 20 - RIVERSIDE","City",NA,"Yes","Yes","Full",NA,"Full",NA,181,535,83606.51731,29.18967928,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",6.2841341610708,"NONE","NONE","NONE","NONE","No",NA,NA,"No","1","1","0","0","1","1","0","0"
"275","CA3310007","COACHELLA WATER AUTHORITY","Riverside","DISTRICT 20 - RIVERSIDE","City",NA,"Yes","Yes","Full",NA,"Full",NA,9173,42554,8469,34.86023797,"Not At-Risk",1,1572329.68,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",10.6585526359111,"NONE","NONE","HIGH","NONE","Yes",NA,NA,"No","0","0","1","1","1","1","0","0"
"276","CA3310037","CORONA, CITY OF","Riverside","DISTRICT 20 - RIVERSIDE","City",NA,"Yes","Yes","Full",NA,"Full",NA,44442,168751,112044.5525,27.09649297,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SWP","SW","Purchased",12.0361854605164,NA,NA,NA,NA,"No",NA,NA,"No","0","0","0","0","0","0","0","0"
"277","CA3310016","HEMET, CITY OF","Riverside","DISTRICT 20 - RIVERSIDE","City",NA,"Yes","Yes","Full",NA,"Full",NA,9692,33828,36027.77487,34.79403637,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","MEDIUM","NONE","NONE","HIGH","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",10.4290737017753,"NONE","NONE","HIGH","NONE","No",NA,NA,"No","1","1","1","1","0","0","0","0"
"278","CA3310025","NORCO, CITY OF","Riverside","DISTRICT 20 - RIVERSIDE","City",NA,"Yes","Yes","Full",NA,"Full",NA,7422,24909,123374.1527,21.11542968,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","Yes","Yes","C","SWP","SW","Purchased",10.1230246082562,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"279","CA3310029","PERRIS, CITY OF","Riverside","DISTRICT 20 - RIVERSIDE","City",NA,"Yes","Yes","Full",NA,"Full",NA,2557,7854,57925.51505,52.16613823,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Yes","Yes","C","SWP","SW","Purchased",8.96890555068972,"NONE","NONE","NONE","NONE","No",NA,NA,"No","1","1","0","0","0","0","0","0"
"280","CA3310032","SAN JACINTO, CITY OF","Riverside","DISTRICT 20 - RIVERSIDE","City",NA,"Yes","Yes","Full",NA,"Full",NA,4324,18950,56526.15416,27.39742183,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",9.84961197956681,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"281","CA3310031","RIVERSIDE, CITY OF","Riverside","DISTRICT 20 - RIVERSIDE","City",NA,"Yes","Yes","Full",NA,"Full",NA,66226,300488,93252.81716,37.46937442,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","GU","GW","Self-produced",12.6131664266302,NA,NA,NA,NA,"No",NA,NA,"No","0","0","0","0","0","0","0","0"
"282","CA0410001","CITY OF BIGGS","Butte","DISTRICT 21 - VALLEY","City",NA,"Yes","Yes","Full",NA,"Full",NA,800,2060,77414.69096,29.93521418,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","No","No","C","GW","GW","Self-produced",7.63094658089046,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"283","CA0610002","CITY OF COLUSA","Colusa","DISTRICT 21 - VALLEY","City",NA,"Yes","Yes","Full",NA,"Full",NA,2258,6428,63652.97159,28.65395297,"Failing",0,953500,"NO","YES","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",8.76857428414169,"NONE","NONE","NONE","NONE","Yes","Yes","No","No","1","1","0","0","1","1","0","0"
"284","CA5210001","CITY OF CORNING","Tehama","DISTRICT 21 - VALLEY","City",NA,"Yes","Yes","Full",NA,"Full",NA,2436,8244,67849.15524,35.59017559,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",9.0173622349937,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"285","CA0410004","CITY OF GRIDLEY","Butte","DISTRICT 21 - VALLEY","City",NA,"Yes","Yes","Full",NA,"Full",NA,2282,7444,57972.34261,29.63669125,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",8.91529794511811,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"286","CA5110001","CITY OF LIVE OAK","Sutter","DISTRICT 21 - VALLEY","City",NA,"Yes","Yes","Full",NA,"Full",NA,2503,9285,60890.92265,32.0875727,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Yes","Yes","C","GW","GW","Self-produced",9.13626316857987,"NONE","NONE","NONE","NONE","No","No","Yes","No","1","1","0","0","1","1","1","1"
"287","CA1110001","CITY OF ORLAND","Glenn","DISTRICT 21 - VALLEY","City",NA,"Yes","Yes","Full",NA,"Full",NA,2712,8217,54174.46102,27.80605018,"Not At-Risk",1,1594105.44,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Yes","No","C","GW","GW","Self-produced",9.01408214944336,"NONE","NONE","NONE","NONE","Yes",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"288","CA5210004","CITY OF RED BLUFF","Tehama","DISTRICT 21 - VALLEY","City",NA,"Yes","Yes","Full",NA,"Full",NA,4853,14076,47054.58997,31.70332957,"At-Risk",1,482726.29,"NO","NO","NO","NO","NO","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","HIGH","Yes","Yes","C","GW","GW","Self-produced",9.55229753882796,"NONE","NONE","HIGH","HIGH","Yes","Yes","No","No","0","0","2","1","0","0","1","1"
"289","CA5200504","CITY OF TEHAMA","Tehama","DISTRICT 21 - VALLEY","City",NA,"Yes","Yes","Full",NA,"Full",NA,197,483,57083,21.0466302,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",6.18208490671663,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"290","CA5810004","CITY OF WHEATLAND","Yuba","DISTRICT 21 - VALLEY","City",NA,"Yes","Yes","Full",NA,"Full",NA,1246,3712,96609.11826,21.61381631,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",8.21959545417708,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"291","CA0610004","CITY OF WILLIAMS","Colusa","DISTRICT 21 - VALLEY","City",NA,"Yes","Yes","Full",NA,"Full",NA,1526,5538,73514.99972,27.44241712,"Not At-Risk",0.5,5405000,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","GW","GW","Self-produced",8.6195692580331,"NONE","NONE","NONE","NONE","Yes",NA,NA,"No","0","0","0","0","1","1","0","0"
"292","CA5110002","CITY OF YUBA CITY","Sutter","DISTRICT 21 - VALLEY","City",NA,"Yes","Yes","Full",NA,"Full",NA,18867,75322,73640.5926,32.47209247,"Potentially At-Risk",0.5,2379873.42,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SW","SW","Self-produced",11.2295408120363,"NONE","NONE","NONE","NONE","Yes",NA,NA,"No","0","0","0","0","0","0","1","1"
"293","CA1910156","BEVERLY HILLS-CITY, WATER DEPT.","Los Angeles","DISTRICT 22 - ANGELES","City",NA,"Yes","Yes","Full",NA,"Full",NA,10455,40856,146650.7193,18.19249685,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",10.6178334442371,"NONE","NONE","NONE","NONE","No",NA,NA,"No","1","1","0","0","0","0","0","0"
"294","CA1910003","CITY OF ARCADIA","Los Angeles","DISTRICT 22 - ANGELES","City",NA,"Yes","Yes","Full",NA,"Full",NA,15218,45764,125682.1741,17.88149214,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Yes","Yes","C","GW","GW","Self-produced",10.7312748858189,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","1","1","0","0","0","0","0","0"
"295","CA1910026","COMPTON-CITY, WATER DEPT.","Los Angeles","DISTRICT 22 - ANGELES","City",NA,"Yes","Yes","Full",NA,"Full",NA,14365,74877,65233.59533,63.94058707,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",11.2236154013931,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"296","CA1910047","HAWTHORNE-CITY WATER DEPT.","Los Angeles","DISTRICT 22 - ANGELES","City",NA,"Yes","Yes","Full",NA,"Full",NA,6205,44729,90517.92696,46.51209692,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",10.7083996964269,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"297","CA1910049","HUNTINGTON PARK-CITY, WATER DEPT.","Los Angeles","DISTRICT 22 - ANGELES","City",NA,"Yes","Yes","Full",NA,"Full",NA,5608,15275,51251.71243,55.74567638,"Not At-Risk",1,236500,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","SWP","SW","Purchased",9.63403824834541,"NONE","NONE","NONE","NONE","Yes",NA,NA,"No","0","0","0","0","0","0","0","0"
"298","CA1910079","LYNWOOD-CITY, WATER DEPT.","Los Angeles","DISTRICT 22 - ANGELES","City",NA,"Yes","Yes","Full",NA,"Full",NA,9322,66967,66256.75261,58.30605286,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","SWP","SW","Purchased",11.1119701723399,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"299","CA1910090","MONROVIA-CITY, WATER DEPT.","Los Angeles","DISTRICT 22 - ANGELES","City",NA,"Yes","Yes","Full",NA,"Full",NA,9425,37931,113990.4201,17.05476141,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",10.5435503620036,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"300","CA1910117","MONTEBELLO-CITY, WATER DEPT.","Los Angeles","DISTRICT 22 - ANGELES","City",NA,"Yes","Yes","Full",NA,"Full",NA,1502,7250,91558.06691,55.22172254,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","HIGH","Yes","Yes","C","SWP","SW","Purchased",8.88889466937159,"NONE","NONE","NONE","NONE","No",NA,NA,"No","2","1","0","0","0","0","0","0"
