PWSID,PWS_Name,Counties_Served,Primacy_FINAL,Final_inst_update,Inst_Subtype,ancillary,public,enfranchisement,Variablecoded,enfranchisement_final,SERVICE_CONNECTIONS,POPULATION,MHI,CALENVIRO_SCREEN_SCORE,FINAL_SAFER_STATUS,PRIMARY_MCL_VIOLATION,SECONDARY_MCL_VIOLATION,E_COLI_VIOLATION,TREATMENT_TECHNIQUE_VIOLATION,MONITORING_AND_REPORTING_VIOLATION,WEIGHTED_WATER_QUALITY_SCORE,WEIGHTED_ACCESSIBILITY_SCORE,WEIGHTED_AFFORDABILITY_SCORE,WEIGHTED_TMF_CAPACITY_SCORE,FUNDING_RECEIVED_SINCE_2017,Total_risk,CURRENT_FAILING,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RAW_SCORE,EXTREME_WATER_BILL_RAW_SCORE,HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE,Intend.to.apply.,Application.complete.,FundingYorN,Type,Primary.Source.Water.Type,Source,Purchased,LN_POP
CA1200518,RIVERSIDE CSD,Humboldt,DISTRICT 01 - KLAMATH,Community Services District,NA,No,Yes,Full,NA,Full,101,333,48399,13.63465832,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.33,0.5,110000,1.16,Not Failing,0,0,0.5,No,No,Yes,C,GW,GW,Self-produced,5.811140992976701
CA0810002,SMITH RIVER C.S.D.,Del Norte,DISTRICT 01 - KLAMATH,Community Services District,NA,No,Yes,Full,NA,Full,600,2568,58110,18.62249564,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0,0,0,0.33,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,7.851271997109883
CA4700531,TENNANT C.S.D.,Siskiyou,DISTRICT 01 - KLAMATH,Community Services District,NA,No,Yes,Full,NA,Full,102,75,32296,19.51357859,Not At-Risk,NO,NO,NO,NO,NO,0,1.5,0.75,0,0,2.25,Not Failing,0.75,0,0,No,No,No,C,GW,GW,Self-produced,4.330733340286331
CA5310001,WEAVERVILLE C.S.D.,Trinity,DISTRICT 01 - KLAMATH,Community Services District,NA,No,Yes,Full,NA,Full,1658,3308,32718.28941,8.764224114,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.67,0,733000,1,Not Failing,0,0,1,Yes,Yes,Yes,C,SW,SW,Self-produced,8.104401307921613
CA1200553,WEOTT C.S.D.,Humboldt,DISTRICT 01 - KLAMATH,Community Services District,NA,No,Yes,Full,NA,Full,128,456,NA,NA,At-Risk,NO,NO,NO,NO,NO,0,1.33,1.83,1,0,4.16,Not Failing,1,0.5,1,Yes,Yes,No,C,SW,SW,Self-produced,6.124683390894205
CA1210024,WESTHAVEN C.S.D.,Humboldt,DISTRICT 01 - KLAMATH,Community Services District,NA,No,Yes,Full,NA,Full,228,490,56250,10.99230037,At-Risk,NO,NO,NO,NO,NO,0,0.33,2,2.33,61518,4.66,Not Failing,NA,NA,1,Yes,Yes,Yes,C,SW,SW,Self-produced,6.19644412779452
CA1210015,WILLOW CREEK C.S.D.,Humboldt,DISTRICT 01 - KLAMATH,Community Services District,NA,No,Yes,Full,NA,Full,931,1513,75179.41827,11.65886272,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0,0.67,0,1,Not Failing,0,0,0,No,No,No,C,GU,GW,Self-produced,7.322510433997394
CA3210004,AMERICAN VALLEY CSD,Plumas,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,1606,4300,63558.87252,15.14035452,Not At-Risk,NO,NO,NO,NO,NO,0,0,0.33,0,493000,0.33,Not Failing,0,0,0.5,Yes,No,Yes,C,GW,GW,Self-produced,8.366602832783736
CA2500503,CALIFORNIA PINES C.S.D.,Modoc,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,171,862,64521.03854,16.35873418,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0,0.17,0,0.5,Not Failing,0,0,0,Yes,No,No,C,GW,GW,Self-produced,6.760414691083428
CA4510011,CENTERVILLE C.S.D.,Shasta,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,1257,4211,108837.9081,7.75166161,Not At-Risk,NO,NO,NO,NO,NO,0,1,0,0.17,0,1.17,Not Failing,0,0,0,Yes,Yes,No,C,SWP,SW,Purchased,8.345692873253865
CA3110034,CHRISTIAN VALLEY PARK CSD,Placer,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,631,1800,98666.86595,12.62661482,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0,0.33,0,1.66,Not Failing,0,0,0,Yes,Yes,No,C,SW,SW,Self-produced,7.496097345175956
CA4510016,CLEAR CREEK CSD-ANDERSON,Shasta,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,2369,8900,62145.95054,19.09255422,Not Assessed,NO,NO,NO,NO,NO,NA,NA,NA,NA,0,NA,Not Failing,NA,NA,NA,Yes,Yes,No,C,SW,SW,Self-produced,9.093918908958932
CA1800512,CLEAR CREEK CSD-WESTWOOD,Lassen,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,166,400,39742.49642,17.61810918,Potentially At-Risk,NO,NO,NO,NO,NO,0,2,0.33,0.17,0,2.5,Not Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,5.993961427306569
CA4510008,FALL RIVER VALLEY CSD,Shasta,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,482,1535,39951,18.51000782,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,1.08,0,180363,1.41,Not Failing,0.75,0,0.5,Yes,Yes,Yes,C,GW,GW,Self-produced,7.336936913707618
CA3200107,GRIZZLY LAKE CSD-CROCKER/WELCH,Plumas,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,73,215,NA,NA,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,1.33,0,1.33,Not Failing,0,0,0,Yes,Yes,No,C,GW,GW,Self-produced,5.375278407684165
CA3200104,GRIZZLY LAKE CSD-DELLEKER,Plumas,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,351,1314,48450,19.68524602,Failing,YES,NO,NO,NO,NO,2,0.33,0,0,500000,2.33,Failing,0,0,0,Yes,Yes,Yes,C,GW,GW,Self-produced,7.181591944611865
CA3200104,GRIZZLY LAKE CSD-DELLEKER,Plumas,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,351,1314,48450,19.68524602,Failing,YES,NO,NO,NO,NO,2,0.33,0,0,500000,2.33,Failing,0,0,0,Yes,Yes,Yes,C,GW,GW,Self-produced,7.181591944611865
CA3210010,HAMILTON BRANCH CSD,Plumas,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,529,1874,54524,17.48422057,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0,0.17,0,1.5,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,7.536363938404511
CA3200510,IVCSD CRESCENT MILLS,Plumas,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,78,258,34350,22.86116402,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.5,1.42,0.17,124000,2.34,Not Failing,0.75,0,1,Did not complete survey,No,Yes,C,GW,GW,Self-produced,5.556828061699537
CA3210001,IVCSD-GREENVILLE,Plumas,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,274,630,40663.05886,22.86116402,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,1.08,0.17,280000,1.83,Not Failing,0.75,0,0.5,Did not complete survey,No,Yes,C,GW,GW,Self-produced,6.447305862541213
CA1800516,LITTLE VALLEY CSD,Lassen,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,44,70,38000,12.55569728,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0,0.33,0,1.66,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,4.2626798770413155
CA4510002,MOUNTAIN GATE C.S.D.,Shasta,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,663,2227,52690.99152,12.97463105,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.67,1,500000,2,Not Failing,0,0,1,Yes,Yes,Yes,C,SW,SW,Self-produced,7.708859601047175
CA3110028,NORTHSTAR C.S.D.,Placer,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,940,15402,180623.7368,7.99332628,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0,0,0,0.33,Not Failing,0,0,0,No,No,No,C,SW,SW,Self-produced,9.642317574624458
CA3210011,PLUMAS EUREKA CSD,Plumas,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,548,1534,63147.59834,9.03234027,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0,0,350000,0.33,Not Failing,0,0,0,Yes,Yes,Yes,C,GW,GW,Self-produced,7.336285660021297
CA1810002,WESTWOOD C.S.D.,Lassen,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,949,1662,44622.90141,17.61810918,Not At-Risk,NO,NO,NO,NO,NO,0,2,0,0,0,2,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,7.416378479192928
CA1810004,LEAVITT LAKE CSD,Lassen,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,259,950,61827,13.22958601,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.33,0,0,0.66,Not Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,6.85751406254539
CA3110051,NORTHSTAR CSD - MARTIS VALLEY,Placer,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,1163,3987,161608.8693,7.99332628,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0,0,0,0.33,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,8.291045131081729
CA4510013,SHASTA C.S.D.,Shasta,DISTRICT 02 - LASSEN,Community Services District,NA,No,Yes,Full,NA,Full,671,1584,78088.73665,16.62096637,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0,0,8105000,1.33,Not Failing,0,0,0,Yes,Yes,Yes,C,SW,SW,Self-produced,7.368339686311381
CA1700502,ANDERSON SPRINGS CSD,Lake,DISTRICT 03 - MENDOCINO,Community Services District,NA,No,Yes,Full,NA,Full,227,373,NA,NA,At-Risk,NO,NO,NO,NO,NO,0,2,1.17,0.67,0,3.84,Not Failing,1,0.5,0,Yes,Yes,No,C,GW,GW,Self-produced,5.924255797414532
CA2310009,BROOKTRAILS TOWNSHIP CSD,Mendocino,DISTRICT 03 - MENDOCINO,Community Services District,NA,No,Yes,Full,NA,Full,1554,3632,69375.52146,27.8453648,At-Risk,NO,NO,NO,NO,NO,0.25,1.33,2,0.67,0,4.25,Not Failing,1,1,1,Yes,Yes,No,C,SW,SW,Self-produced,8.197814032221203
CA1710015,HIDDEN VALLEY LAKE CSD,Lake,DISTRICT 03 - MENDOCINO,Community Services District,NA,No,Yes,Full,NA,Full,2508,6235,76108.45565,15.71503619,Potentially At-Risk,NO,NO,NO,NO,NO,1.25,1.33,0.33,0.17,0,3.08,Not Failing,0,0,0.5,Yes,No,No,C,GW,GW,Self-produced,8.738094230177667
CA0710009,TOWN OF DISCOVERY BAY,Contra Costa,DISTRICT 04 - SAN FRANCISCO,Community Services District,NA,No,Yes,Full,NA,Full,6161,16790,135074.323,23.06740084,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0,0.5,0,1.08,Not Failing,0,0,0,Yes,Yes,No,C,GW,GW,Self-produced,9.72859830755947
CA0110009,DUBLIN SAN RAMON SERVICES DISTRICT,Alameda,DISTRICT 04 - SAN FRANCISCO,Community Services District,NA,No,Yes,Full,NA,Full,24835,94053,193014.9615,5.543740891,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0.33,0,0.33,Not Failing,0,0,0,Yes,No,No,C,SWP,SW,Purchased,11.451624364393624
CA4810013,RURAL NORTH VACAVILLE WATER DISTRICT,Solano,DISTRICT 04 - SAN FRANCISCO,Community Services District,NA,No,Yes,Full,NA,Full,398,1313,110075.7663,18.1328675,Potentially At-Risk,NO,NO,NO,NO,NO,2,0.33,0.17,0,0,2.5,Not Failing,0,0.5,0,No,No,No,C,GW,GW,Self-produced,7.1808311990445555
CA2710005,CASTROVILLE COMMUNITY SERVICES DISTRICT,Monterey,DISTRICT 05 - MONTEREY,Community Services District,NA,No,Yes,Full,NA,Full,1973,6897,59044.40369,21.32859745,Not At-Risk,NO,NO,NO,NO,NO,0,1,0.33,0.17,0,1.5,Not Failing,0,0,0.5,No,No,No,C,GW,GW,Self-produced,8.838986793496787
CA2710020,PAJARO COMMUNITY SERVICES DISTRICT,Monterey,DISTRICT 05 - MONTEREY,Community Services District,NA,No,Yes,Full,NA,Full,462,6500,69123.69342,38.06597248,Not At-Risk,NO,NO,NO,NO,NO,0,1,0.33,0.33,0,1.66,Not Failing,0,0,0.5,No,No,No,C,GW,GW,Self-produced,8.77971129020447
CA2700773,SUNNY MESA WATER SYSTEM,Monterey,DISTRICT 05 - MONTEREY,Community Services District,NA,No,Yes,Full,NA,Full,267,880,68787.42763,38.06597248,At-Risk,NO,NO,NO,NO,NO,3.25,1,0.67,0,0,4.92,Not Failing,0,0,1,No,No,No,C,GW,GW,Self-produced,6.78105762593618
CA4010014,CAMBRIA COMM SERVICES DIST,San Luis Obispo,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,No,Yes,Full,NA,Full,4034,6032,73392.69409,9.797980209,Not At-Risk,NO,NO,NO,NO,NO,0.5,1.33,0.33,0,0,2.16,Not Failing,0,0,0.5,Yes,No,No,C,GU,GW,Self-produced,8.704999678440762
CA4210009,CUYAMA COMMUNITY SERVICES DISTRICT,Santa Barbara,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,No,Yes,Full,NA,Full,254,700,47434,22.28190194,At-Risk,NO,NO,NO,NO,NO,1.5,2,1.08,0,975000,4.58,Not Failing,0.75,0,0.5,Yes,Yes,Yes,C,GW,GW,Self-produced,6.55250788703459
CA4010012,HERITAGE RANCH CSD,San Luis Obispo,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,No,Yes,Full,NA,Full,1942,2981,70022.77428,8.956389705,Failing,YES,NO,NO,NO,NO,0.75,1.33,0.33,0.33,0,2.74,Failing,0,0,0.5,Yes,No,No,C,SW,SW,Self-produced,8.000349495324684
CA4210002,LOS ALAMOS COMMUNITY SERVICES DISTRICT,Santa Barbara,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,No,Yes,Full,NA,Full,613,1634,70766.21016,19.47998392,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0,0,0,0.33,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,7.399398083331354
CA4010016,LOS OSOS COMMUNITY SERVICES DISTRICT,San Luis Obispo,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,No,Yes,Full,NA,Full,2771,7086,68583.97539,7.287595023,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0.33,0,0,1.66,Not Failing,0,0,0.5,No,No,No,C,GW,GW,Self-produced,8.866017398810255
CA4210019,MISSION HILLS CSD,Santa Barbara,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,No,Yes,Full,NA,Full,1313,3600,105088.2657,19.47998392,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0,0,0,0.58,Not Failing,0,0,0,Yes,No,No,C,GW,GW,Self-produced,8.188966863648876
CA4010026,NIPOMO COMM SERVICES DIST,San Luis Obispo,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,No,Yes,Full,NA,Full,4491,13771,78379.1318,27.27332479,Not At-Risk,NO,NO,NO,NO,NO,0,0,0,0,0,0,Not Failing,0,0,0,Yes,Yes,No,C,SWP,SW,Purchased,9.530392824458414
CA4010005,OCEANO COMM SERVICES DIST.,San Luis Obispo,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,No,Yes,Full,NA,Full,2217,7487,58305.68237,9.81249068,Not At-Risk,NO,NO,NO,NO,NO,0,0,0.33,0,0,0.33,Not Failing,0,0,0.5,Yes,Yes,No,C,SWP,SW,Purchased,8.921057018157429
CA4010010,SAN MIGUEL COMMUNITY SERVICES DISTRICT,San Luis Obispo,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,No,Yes,Full,NA,Full,924,2600,71151.61694,21.55850966,Not At-Risk,NO,NO,NO,NO,NO,0,1,0.67,0.33,0,2,Not Failing,0,0,1,Yes,Yes,No,C,GW,GW,Self-produced,7.8636512654486515
CA4000568,SAN SIMEON CSD,San Luis Obispo,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,No,Yes,Full,NA,Full,206,462,55453,9.797980209,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,1.17,0,0,1.5,Not Failing,1,0.5,0,Yes,No,No,C,GW,GW,Self-produced,6.137727054086234
CA4010019,TEMPLETON CSD,San Luis Obispo,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,No,Yes,Full,NA,Full,2953,7616,100102.9204,6.63750129,Not At-Risk,NO,NO,NO,NO,NO,0.42,0,0,0.67,0,1.09,Not Failing,0,0,0,Yes,No,No,C,GW,GW,Self-produced,8.938137870372788
CA4210017,VANDENBERG VILLAGE COMM. SERV. DIST.,Santa Barbara,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,No,Yes,Full,NA,Full,2585,7308,85022.45942,15.67117523,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0,0.33,0,0.91,Not Failing,0,0,0,Yes,Yes,No,C,GW,GW,Self-produced,8.896861744480391
CA4000222,AVILA BEACH COMMUNITY SERVICES DISTRICT,San Luis Obispo,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,No,Yes,Full,NA,Full,388,1630,75115.53234,13.81817498,Not At-Risk,NO,NO,NO,NO,NO,0,1,0,0,0,1,Not Failing,0,0,0,Did not complete survey,No,No,C,SWP,SW,Purchased,7.396948602621014
CA5610039,CHANNEL ISLANDS BEACH CSD,Ventura,DISTRICT 06 - SANTA BARBARA,Community Services District,NA,No,Yes,Full,NA,Full,1866,5400,58984.03634,21.15637957,Not At-Risk,NO,NO,NO,NO,NO,0,0,0.33,0.17,0,0.5,Not Failing,0,0,0.5,Yes,Yes,No,C,SWP,SW,Purchased,8.594339400592892
CA5710007,ESPARTO C.S.D.,Yolo,DISTRICT 09 - SACRAMENTO,Community Services District,NA,No,Yes,Full,NA,Full,1007,3112,80000.80379,14.05674658,Not At-Risk,NO,NO,NO,NO,NO,1.13,0.33,0.33,0,0,1.79,Not Failing,0,0,0.5,Yes,Yes,No,C,GW,GW,Self-produced,8.043342170441608
CA0910006,GRIZZLY FLATS COMMUNITY SERVIC,El Dorado,DISTRICT 09 - SACRAMENTO,Community Services District,NA,No,Yes,Full,NA,Full,624,560,62890.36134,9.618286504,At-Risk,NO,NO,NO,NO,NO,0,2.33,0.33,1,0,3.66,Not Failing,0,0,0.5,Yes,Yes,No,C,SW,SW,Self-produced,6.329720905522696
CA5710004,KNIGHTS LANDING SVC. DIST.,Yolo,DISTRICT 09 - SACRAMENTO,Community Services District,NA,No,Yes,Full,NA,Full,300,1300,33627.3704,29.95009308,Potentially At-Risk,NO,NO,NO,NO,NO,0.38,0.33,1.33,0.67,473000,2.71,Not Failing,1,0,0.5,Yes,Yes,Yes,C,GW,GW,Self-produced,7.170888478512505
CA3410005,RANCHO MURIETA COMMUNITY SERVI,Sacramento,DISTRICT 09 - SACRAMENTO,Community Services District,NA,No,Yes,Full,NA,Full,2799,5744,107553.3985,20.64644462,Not At-Risk,NO,NO,NO,NO,NO,0.25,1.33,0,0,0,1.58,Not Failing,0,0,0,Did not complete survey,No,No,C,SW,SW,Self-produced,8.656085190282855
CA3410021,SAN JUAN WATER DISTRICT,Sacramento,DISTRICT 09 - SACRAMENTO,Community Services District,NA,No,Yes,Full,NA,Full,10713,28687,131280.449,4.867523551,Not Assessed,NO,NO,NO,NO,NO,NA,NA,NA,NA,23120621,NA,Not Failing,NA,NA,NA,Yes,Yes,Yes,C,SW,SW,Self-produced,10.264234195844914
CA5010021,DENAIR COMMUNITY SERVICES DISTRICT,Stanislaus,DISTRICT 10 - STOCKTON,Community Services District,NA,No,Yes,Full,NA,Full,1709,5282,89423.81668,31.03928871,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0,0,0,0.33,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,8.572249397164315
CA0300019,FIDDLETOWN COMMUNITY SERVICE,Amador,DISTRICT 10 - STOCKTON,Community Services District,NA,No,Yes,Full,NA,Full,66,100,34443.71613,18.4476416,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,1,0,0,2.33,Not Failing,1,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,4.61512051684126
CA5010009,KEYES COMMUNITY SERVICES DIST.,Stanislaus,DISTRICT 10 - STOCKTON,Community Services District,NA,No,Yes,Full,NA,Full,1370,5697,44721.473,30.01728421,Failing,YES,NO,NO,NO,NO,2.5,0.33,0.33,1,26071052,4.16,Failing,0,0,0.5,Yes,Yes,Yes,C,GW,GW,Self-produced,8.647870515057853
CA3910008,LOCKEFORD COMMUNITY SERV. DIST.,San Joaquin,DISTRICT 10 - STOCKTON,Community Services District,NA,No,Yes,Full,NA,Full,844,2500,81386.34158,22.38677747,Not At-Risk,NO,NO,NO,NO,NO,0,1,0.33,0,0,1.33,Not Failing,0,0,0.5,No,No,No,C,GW,GW,Self-produced,7.824445930877619
CA3910027,MOUNTAIN HOUSE COMMUNITY SERVICES DIST.,San Joaquin,DISTRICT 10 - STOCKTON,Community Services District,NA,No,Yes,Full,NA,Full,7001,23146,146993.923,29.48256903,Not At-Risk,NO,NO,NO,NO,NO,0.25,1.33,0,0.33,0,1.91,Not Failing,0,0,0,No,No,No,C,SW,SW,Self-produced,10.04962046148409
CA0310005,PINE GROVE COMM SERV DIST,Amador,DISTRICT 10 - STOCKTON,Community Services District,NA,No,Yes,Full,NA,Full,393,907,77067.65954,19.63359158,Not At-Risk,NO,NO,NO,NO,NO,0,1,0.33,0,2064045,1.33,Not Failing,0,0,0.5,Yes,Yes,Yes,C,SWP,SW,Purchased,6.811244378601294
CA0300016,VOLCANO COMMUNITY SERVICE DIST,Amador,DISTRICT 10 - STOCKTON,Community Services District,NA,No,Yes,Full,NA,Full,80,160,63365,11.88807013,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0,0.67,0,1.25,Not Failing,NA,NA,0,Did not complete survey,No,No,C,GU,GW,Self-produced,5.081404364984463
CA2400167,BALLICO CSD,Merced,DISTRICT 11 - MERCED,Community Services District,NA,No,Yes,Full,NA,Full,73,238,55000,55.13608797,Failing,YES,NO,NO,NO,NO,2,1.5,0.33,0,455000,3.83,Failing,0,0,0.5,Yes,Yes,Yes,C,GW,GW,Self-produced,5.476463551931511
CA5510009,GROVELAND COMMUNITY SERV DIST,Tuolumne,DISTRICT 11 - MERCED,Community Services District,NA,No,Yes,Full,NA,Full,3255,3400,70448.69627,12.82832935,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0,0,5135423.76,0.33,Not Failing,0,0,0,Yes,No,Yes,C,SW,SW,Self-produced,8.131824785007195
CA5510008,LAKE DON PEDRO CSD,Tuolumne,DISTRICT 11 - MERCED,Community Services District,NA,No,Yes,Full,NA,Full,1516,3240,61856.32406,15.77078947,Not At-Risk,NO,NO,NO,NO,NO,0.38,0.33,0,0,0,0.71,Not Failing,0,0,0,Yes,Yes,No,C,SW,SW,Self-produced,8.083637203141548
CA2410011,LE GRAND COMM SERVICES DIST,Merced,DISTRICT 11 - MERCED,Community Services District,NA,No,Yes,Full,NA,Full,509,1592,57613.6629,45.1492929,Failing,YES,NO,NO,NO,NO,2.38,1,1,0.33,0,4.71,Failing,NA,NA,0.5,Yes,Yes,No,C,GW,GW,Self-produced,7.373374309910049
CA2410007,PLANADA CSD,Merced,DISTRICT 11 - MERCED,Community Services District,NA,No,Yes,Full,NA,Full,1118,4500,36922,39.06207164,Not At-Risk,NO,NO,NO,NO,NO,0.25,1.67,0.33,0,675000,2.25,Not Failing,0,0,0.5,Yes,Yes,Yes,C,GW,GW,Self-produced,8.412054873292933
CA5510005,TWAIN HARTE COMMUNITY SERVICES DISTRICT,Tuolumne,DISTRICT 11 - MERCED,Community Services District,NA,No,Yes,Full,NA,Full,1586,2378,74763.10774,11.77977253,Not At-Risk,NO,NO,NO,NO,NO,0,1,0,0,499053,1,Not Failing,0,0,0,Yes,No,Yes,C,SW,SW,Self-produced,7.774435510302958
CA2400201,VOLTA COMMUNITY SD,Merced,DISTRICT 11 - MERCED,Community Services District,NA,No,Yes,Full,NA,Full,44,156,37850,47.78757446,At-Risk,NO,NO,NO,NO,NO,1.5,2.67,0,0.83,626202.4,5,Not Failing,0,0,0,Yes,Yes,Yes,C,GW,GW,Self-produced,5.056245805348308
CA5410050,ALPAUGH COMMUNITY SERVICES DISTRICT,Tulare,DISTRICT 12 - VISALIA,Community Services District,NA,No,Yes,Full,NA,Full,394,867,31500,54.72921015,At-Risk,NO,NO,NO,NO,NO,2.38,2.17,2,0.67,4301719,7.22,Not Failing,NA,NA,1,Yes,Yes,Yes,C,GW,GW,Self-produced,6.7661917146603505
CA1610001,ARMONA COMMUNITY SERVICES DIST,Kings,DISTRICT 12 - VISALIA,Community Services District,NA,No,Yes,Full,NA,Full,1249,4143,56568.58245,52.52340703,Potentially At-Risk,NO,NO,NO,NO,NO,0.42,1.67,1.08,0,12071656.86,3.17,Not Failing,0.75,0,0.5,Yes,No,Yes,C,GW,GW,Self-produced,8.329416783939319
CA1510001,ARVIN COMMUNITY SERVICES DIST,Kern,DISTRICT 12 - VISALIA,Community Services District,NA,No,Yes,Full,NA,Full,4178,19895,36225.77047,40.12308145,At-Risk,NO,NO,NO,NO,NO,2.5,1,1.42,0,15092977,4.92,Not Failing,0.75,0,1,Yes,Yes,Yes,C,GW,GW,Self-produced,9.898273985483241
CA1510006,EAST NILES CSD,Kern,DISTRICT 12 - VISALIA,Community Services District,NA,No,Yes,Full,NA,Full,8086,32517,55897.49614,40.70744864,Failing,YES,NO,NO,YES,NO,NA,NA,NA,NA,0,NA,Failing,NA,NA,NA,Yes,Yes,No,C,SWP,SW,Purchased,10.3895490611555
CA1610007,HOME GARDEN CSD,Kings,DISTRICT 12 - VISALIA,Community Services District,NA,No,Yes,Full,NA,Full,467,1750,29693.15146,69.60087004,Failing,NO,NO,NO,NO,YES,2.5,1.67,1.33,0.83,0,6.33,Failing,1,0,0.5,No,No,No,C,GW,GW,Self-produced,7.467942332285852
CA1610009,KETTLEMAN CITY CSD,Kings,DISTRICT 12 - VISALIA,Community Services District,NA,No,Yes,Full,NA,Full,304,1136,27000,53.97287951,Failing,YES,NO,NO,NO,NO,0.88,2,1.08,0,4269074,3.96,Failing,0.75,0,0.5,Yes,Yes,Yes,C,SW,SW,Self-produced,7.036148493750536
CA5410017,LONDON COMMUNITY SERV DIST,Tulare,DISTRICT 12 - VISALIA,Community Services District,NA,No,Yes,Full,NA,Full,312,2138,30870.19168,62.664420990000004,Failing,YES,NO,NO,NO,NO,2.25,1.17,1.42,0.33,4974655,5.17,Failing,0.75,0,1,Yes,Yes,Yes,C,GW,GW,Self-produced,7.668093709082406
