"","PWSID","PWS_Name","Counties_Served","Primacy_FINAL","Final_inst_update","Inst_Subtype","ancillary","public","enfranchisement","Variablecoded","enfranchisement_final","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","WEIGHTED_WATER_QUALITY_SCORE","WEIGHTED_ACCESSIBILITY_SCORE","WEIGHTED_AFFORDABILITY_SCORE","WEIGHTED_TMF_CAPACITY_SCORE","FUNDING_RECEIVED_SINCE_2017","Total_risk","CURRENT_FAILING","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RAW_SCORE","EXTREME_WATER_BILL_RAW_SCORE","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","Intend.to.apply.","Application.complete.","FundingYorN","Type","Primary.Source.Water.Type","Source","Purchased","LN_POP"
"459","CA3610120","PHELAN PINON HILLS CSD","San Bernardino","DISTRICT 13 - SAN BERNARDINO","Community Services District",NA,"No","Yes","Full",NA,"Full",7147,23585,59099.11328,22.03111475,"Potentially At-Risk","NO","NO","NO","NO","NO",1.5,0,0.67,0.33,0,2.5,"Not Failing",0,0,1,"Yes","Yes","No","C","GW","GW","Self-produced",10.0684085946499
"460","CA4900536","OCCIDENTAL COMMUNITY SERVICES DISTRICT","Sonoma","DISTRICT 18 - SONOMA","Community Services District",NA,"No","Yes","Full",NA,"Full",110,533,82847.95003,9.985561025,"Not At-Risk","NO","NO","NO","NO","NO",0,1.67,0,0.33,0,2,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",6.2803958389602
"461","CA1510038","BEAR VALLEY CSD","Kern","DISTRICT 19 - TEHACHAPI","Community Services District",NA,"No","Yes","Full",NA,"Full",3019,5592,92011.76431,16.77415256,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.17,0,0,0.5,"Not Failing",0,0.5,0,"No","No","No","C","GW","GW","Self-produced",8.62927109482159
"462","CA1510002","BORON CSD","Kern","DISTRICT 19 - TEHACHAPI","Community Services District",NA,"No","Yes","Full",NA,"Full",641,2253,46991.81756,32.7542985,"At-Risk","NO","NO","NO","NO","NO",2,0,1.42,0,441125.44,3.42,"Not Failing",0.75,0,1,"No","No","Yes","C","SWP","SW","Purchased",7.72046169459972
"463","CA1510027","DESERT LAKE COMM SERV DIST","Kern","DISTRICT 19 - TEHACHAPI","Community Services District",NA,"No","Yes","Full",NA,"Full",251,1036,63416.4016,32.7542985,"Not At-Risk","NO","NO","NO","NO","NO",0.5,0,0.33,0.67,0,1.5,"Not Failing",0,0,0.5,"No","No","No","C","SWP","SW","Purchased",6.94408720822953
"464","CA1510045","GOLDEN HILLS CSD","Kern","DISTRICT 19 - TEHACHAPI","Community Services District",NA,"No","Yes","Full",NA,"Full",2950,9735,109218.8105,18.27575393,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0,0,0,"Not Failing",0,0,0,"Yes","Yes","No","C","GW","GW","Self-produced",9.18358563466736
"465","CA1510036","INYOKERN CSD","Kern","DISTRICT 19 - TEHACHAPI","Community Services District",NA,"No","Yes","Full",NA,"Full",265,805,75464,33.80529189,"Failing","NO","NO","NO","NO","YES",0.5,1,0,1.67,0,3.17,"Failing",0,0,0,"Yes","Yes","No","C","GW","GW","Self-produced",6.69208374250663
"466","CA1503270","LAKE ISABELLA COMMUNITY SERVICES DIST","Kern","DISTRICT 19 - TEHACHAPI","Community Services District",NA,"No","Yes","Full",NA,"Full",131,500,11044.21925,43.37899711,"At-Risk","NO","NO","NO","NO","NO",0,1,1.67,0.83,0,3.5,"Not Failing",1,0,1,"No","No","No","C","GWP","GW","Purchased",6.21660610108486
"467","CA1510018","ROSAMOND CSD","Kern","DISTRICT 19 - TEHACHAPI","Community Services District",NA,"No","Yes","Full",NA,"Full",5285,17374,61459.39515,28.76105686,"Not At-Risk","NO","NO","NO","NO","NO",2,0,0,0,9213371.23,2,"Not Failing",0,0,0,"Yes","Yes","Yes","C","SWP","SW","Purchased",9.76278767043299
"468","CA1510025","STALLION SPRINGS CSD","Kern","DISTRICT 19 - TEHACHAPI","Community Services District",NA,"No","Yes","Full",NA,"Full",1414,4571,69860.86061,16.77415256,"Potentially At-Risk","NO","NO","NO","NO","NO",1.25,1,0,0.67,0,2.92,"Not Failing",NA,NA,0,"No","No","No","C","GW","GW","Self-produced",8.4277060249147
"469","CA3310021","JURUPA COMMUNITY SD","Riverside","DISTRICT 20 - RIVERSIDE","Community Services District",NA,"No","Yes","Full",NA,"Full",32745,133513,106069.3208,33.47292485,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","GW","GW","Self-produced",11.8019616202379
"470","CA3310044","RUBIDOUX COMMUNITY SD","Riverside","DISTRICT 20 - RIVERSIDE","Community Services District",NA,"No","Yes","Full",NA,"Full",6429,36827,68154.53769,58.50667644,"Not At-Risk","NO","NO","NO","NO","NO",0.38,0,0.67,1.33,0,2.38,"Not Failing",0,0,1,"Yes","Yes","No","C","GW","GW","Self-produced",10.5140137044077
"471","CA1100203","ARTOIS COMMUNITY S.D.","Glenn","DISTRICT 21 - VALLEY","Community Services District",NA,"No","Yes","Full",NA,"Full",62,200,36771,30.39658783,"At-Risk","NO","NO","NO","NO","NO",1.5,1,1,0.33,0,3.83,"Not Failing",NA,NA,0.5,"No","No","No","C","GW","GW","Self-produced",5.30330490805908
"472","CA1100711","BUTTE CITY COMMUNITY S.D.","Glenn","DISTRICT 21 - VALLEY","Community Services District",NA,"No","Yes","Full",NA,"Full",48,75,70192,15.14668555,"At-Risk","NO","NO","NO","NO","NO",1,1.5,0,1.17,0,3.67,"Not Failing",0,0,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",4.33073334028633
"473","CA1100616","ELK CREEK COMMUNITY S.D.","Glenn","DISTRICT 21 - VALLEY","Community Services District",NA,"No","Yes","Full",NA,"Full",90,159,43250,30.39658783,"At-Risk","NO","NO","NO","NO","NO",0,2,1.42,1,0,4.42,"Not Failing",0.75,0,1,"Yes","Yes","No","C","SW","SW","Self-produced",5.07517381523383
"474","CA5210002","GERBER LAS FLORES CSD","Tehama","DISTRICT 21 - VALLEY","Community Services District",NA,"No","Yes","Full",NA,"Full",396,1200,NA,NA,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.33,0.5,0,1.16,"Not Failing",0,0,0.5,"No","No","No","C","GW","GW","Self-produced",7.09090982207998
"475","CA5210003","LOS MOLINOS COMM. SERVICES DIST.","Tehama","DISTRICT 21 - VALLEY","Community Services District",NA,"No","Yes","Full",NA,"Full",377,1450,69219,21.0466302,"Not At-Risk","NO","NO","NO","NO","NO",0.5,0.33,0.67,0.33,1759326.65,1.83,"Not Failing",0,0,1,"Yes","Yes","Yes","C","GW","GW","Self-produced",7.28000825288419
"476","CA5200534","PASKENTA COMM. SERVICES DIST.","Tehama","DISTRICT 21 - VALLEY","Community Services District",NA,"No","Yes","Full",NA,"Full",72,244,28000,26.40559884,"At-Risk","NO","NO","NO","NO","NO",1,4,1.33,0.5,1020000,6.83,"Not Failing",1,0,0.5,"Did not complete survey","No","Yes","C","SW","SW","Self-produced",5.50125821054473
"477","CA5110007","SUTTER COMMUNITY S.D.","Sutter","DISTRICT 21 - VALLEY","Community Services District",NA,"No","Yes","Full",NA,"Full",1101,2904,78592.10696,20.0345431,"Not At-Risk","NO","NO","NO","NO","NO",0.5,0.33,0,0,0,0.83,"Not Failing",0,0,0,"Yes","No","No","C","GW","GW","Self-produced",7.97418866928601
"478","CA1000005","BIG CREEK COMMUNITY SERV DIST","Fresno","DISTRICT 23 - FRESNO","Community Services District",NA,"No","Yes","Full",NA,"Full",67,72,NA,NA,"Not At-Risk","NO","NO","NO","NO","NO",0,1,0,0.67,0,1.67,"Not Failing",NA,NA,0,"No","No","No","C","SWP","SW","Purchased",4.29045944114839
"479","CA1010049","BIOLA COMMUNITY SERVICES DIST","Fresno","DISTRICT 23 - FRESNO","Community Services District",NA,"No","Yes","Full",NA,"Full",1200,1623,53723.35093,33.62219984,"Not At-Risk","NO","NO","NO","NO","NO",0,1,0.67,0.33,4430116,2,"Not Failing",0,0,1,"Yes","Yes","Yes","C","GW","GW","Self-produced",7.39264752072162
"480","CA1010039","CARUTHERS COMM SERV DIST","Fresno","DISTRICT 23 - FRESNO","Community Services District",NA,"No","Yes","Full",NA,"Full",746,2503,48653.02313,45.59438803,"Failing","YES","NO","NO","NO","NO",2.5,1.17,0.67,0.67,8857980,5.01,"Failing",0,0,1,"No","No","Yes","C","GW","GW","Self-produced",7.82564473221999
"481","CA1010035","DEL REY COMMUNITY SERV DIST","Fresno","DISTRICT 23 - FRESNO","Community Services District",NA,"No","Yes","Full",NA,"Full",312,1358,31503.82844,51.0810004,"Failing","YES","NO","NO","NO","NO",2.5,1.17,0.67,0.67,0,5.01,"Failing",0,0,1,"Yes","Yes","No","C","GW","GW","Self-produced",7.21450441415114
"482","CA1000053","LANARE COMMUNITY SERVICES DIST","Fresno","DISTRICT 23 - FRESNO","Community Services District",NA,"No","Yes","Full",NA,"Full",157,540,33714,50.23299837,"At-Risk","NO","NO","NO","NO","NO",1,1.67,1.08,0.67,6194708.26,4.42,"Not Failing",0.75,0,0.5,"Yes","Yes","Yes","C","GW","GW","Self-produced",6.29341927884648
"483","CA1010020","LATON COMMUNITY SERVICES DISTRICT","Fresno","DISTRICT 23 - FRESNO","Community Services District",NA,"No","Yes","Full",NA,"Full",472,1824,37813.33914,54.28086022,"Potentially At-Risk","NO","NO","NO","NO","NO",0.25,1,0.33,0.83,0,2.41,"Not Failing",0,0,0.5,"Yes","No","No","C","GW","GW","Self-produced",7.50933526601659
"484","CA1010052","SIERRA CEDARS CSD","Fresno","DISTRICT 23 - FRESNO","Community Services District",NA,"No","Yes","Full",NA,"Full",229,850,104688,12.77541913,"Not At-Risk","NO","NO","NO","NO","NO",0.33,1,0,0,0,1.33,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",6.74641212857337
"485","CA5400544","ALLENSWORTH CSD","Tulare","DISTRICT 24 - TULARE","Community Services District",NA,"No","Yes","Full",NA,"Full",168,521,31500,54.72921015,"Failing","YES","NO","NO","NO","NO",3.5,2,2,0.17,390000,7.67,"Failing",1,1,1,"Yes","Yes","Yes","C","GW","GW","Self-produced",6.25766758788264
"486","CA5400542","DUCOR CSD","Tulare","DISTRICT 24 - TULARE","Community Services District",NA,"No","Yes","Full",NA,"Full",178,616,41979,46.78187243,"Potentially At-Risk","NO","NO","NO","NO","NO",0.25,1,1.42,0.33,2750895.31,3,"Not Failing",0.75,0,1,"Yes","Yes","Yes","C","GW","GW","Self-produced",6.42486902390539
"487","CA5401003","EAST OROSI COMMUNITY SERVICES DISTRICT","Tulare","DISTRICT 24 - TULARE","Community Services District",NA,"No","Yes","Full",NA,"Full",103,932,21333,48.7278427,"Failing","YES","NO","NO","NO","YES",2,2,0.67,0.33,599681.2,5,"Failing",0,0,1,"Yes","Yes","Yes","C","GW","GW","Self-produced",6.83840520084734
"488","CA5400968","IMPROVEMENT DISTRICT NO. 1","Tulare","DISTRICT 24 - TULARE","Community Services District",NA,"No","Yes","Full",NA,"Full",80,200,57857,21.66630024,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0,1,0,1.33,"Not Failing",0,0,0,"No","No","No","C","SW","SW","Self-produced",5.30330490805908
"489","CA5403212","MONSON WATER SYSTEM","Tulare","DISTRICT 24 - TULARE","Community Services District",NA,"No","Yes","Full",NA,"Full",31,152,43909.3346,48.05199468,"At-Risk","NO","NO","NO","NO","NO",0,2.67,0.67,0.83,0,4.17,"Not Failing",0,0,1,"Yes","Yes","No","C","GW","GW","Self-produced",5.03043792139244
"490","CA5402038","PATTERSON TRACT CSD","Tulare","DISTRICT 24 - TULARE","Community Services District",NA,"No","Yes","Full",NA,"Full",153,550,39375,59.00813045,"Potentially At-Risk","NO","NO","NO","NO","NO",0,1.67,1.42,0,218516,3.09,"Not Failing",0.75,0,1,"Yes","Yes","Yes","C","GW","GW","Self-produced",6.31173480915291
"491","CA5400934","PONDEROSA CSD","Tulare","DISTRICT 24 - TULARE","Community Services District",NA,"No","Yes","Full",NA,"Full",146,340,30543,23.84297063,"Potentially At-Risk","NO","NO","NO","NO","NO",0,1,1.67,0.17,0,2.84,"Not Failing",1,0,1,"No","No","No","C","GW","GW","Self-produced",5.83188247728352
"492","CA5400550","SEVILLE WATER COMPANY","Tulare","DISTRICT 24 - TULARE","Community Services District",NA,"No","Yes","Full",NA,"Full",90,691,48689.81502,47.26325106,"At-Risk","NO","NO","NO","NO","NO",0,3.67,1.42,0.17,4040914.73,5.26,"Not Failing",0.75,0,1,"Yes","Yes","Yes","C","GW","GW","Self-produced",6.53958595561767
"493","CA5400824","SULTANA COMMUNITY SERVICES DISTRICT","Tulare","DISTRICT 24 - TULARE","Community Services District",NA,"No","Yes","Full",NA,"Full",249,779,38611,48.05199468,"At-Risk","NO","NO","NO","NO","NO",1.88,1.67,0.67,0.83,8623742.11,5.05,"Not Failing",0,0,1,"Yes","Yes","Yes","C","GW","GW","Self-produced",6.65929391968364
"494","CA5400641","TEVISTON COMMUNITY SERVICES DISTRICT","Tulare","DISTRICT 24 - TULARE","Community Services District",NA,"No","Yes","Full",NA,"Full",135,343,29300,61.5211528,"Failing","YES","NO","NO","NO","NO",2,2.67,1.42,0.17,451582,6.26,"Failing",0.75,0,1,"Yes","Yes","Yes","C","GW","GW","Self-produced",5.8406416573734
"495","CA5400903","TRACT 92 COMMUNITY SERVICES DISTRICT","Tulare","DISTRICT 24 - TULARE","Community Services District",NA,"No","Yes","Full",NA,"Full",93,500,19091.63226,44.72504455,"Not At-Risk","NO","NO","NO","NO","NO",0.25,1,1.08,0,53336.69,2.33,"Not Failing",0.75,0,0.5,"Yes","Yes","Yes","C","GW","GW","Self-produced",6.21660610108486
"496","CA2100508","MUIR BEACH COMMUNITY","Marin","DISTRICT 25 - MARIN","Community Services District",NA,"No","Yes","Full",NA,"Full",161,336,156000,11.54111003,"Not At-Risk","NO","NO","NO","NO","NO",0,0.5,0,0,0,0.5,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",5.82008293035236
"497","CA3710009","DESCANSO COMMUNITY SERVICES DISTRICT","San Diego","DISTRICT 26 - IMPERIAL","Community Services District",NA,"No","Yes","Full",NA,"Full",317,870,104577.308,6.038793938,"Failing","YES","YES","NO","NO","NO",2,0.33,1.08,0,0,3.41,"Failing",0.75,1,0,"No","No","No","C","GW","GW","Self-produced",6.7696419768525
"498","CA3710011","JACUMBA COMMUNITY SD","San Diego","DISTRICT 26 - IMPERIAL","Community Services District",NA,"No","Yes","Full",NA,"Full",251,561,NA,NA,"At-Risk","NO","NO","NO","NO","NO",1.75,0.33,1.42,0.33,0,3.83,"Not Failing",0.75,0,1,"No","No","No","C","GW","GW","Self-produced",6.33150184989369
"499","CA3700909","JULIAN COMMUNITY SERVICES DISTRICT","San Diego","DISTRICT 26 - IMPERIAL","Community Services District",NA,"No","Yes","Full",NA,"Full",188,1517,65305.22012,13.57602479,"Failing","NO","NO","NO","NO","YES",0.5,0.5,0,0.67,0,1.67,"Failing",0,0,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",7.32514895795557
"500","CA3710041","MAJESTIC PINES COMMUNITY SD","San Diego","DISTRICT 26 - IMPERIAL","Community Services District",NA,"No","Yes","Full",NA,"Full",707,1768,57174.2685,15.71377926,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,0,0,0,0.58,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",7.47816969415979
"501","CA1410006","BIG PINE CSD","Inyo","DISTRICT 27 - MOJAVE","Community Services District",NA,"No","Yes","Full",NA,"Full",304,792,46543.32999,10.62116256,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0.67,0,0.67,"Not Failing",0,0,0,"No","No","No","C","GWP","GW","Purchased",6.67582322163485
"502","CA3610112","HELENDALE COMMUNITY SERVICE DISTRICT","San Bernardino","DISTRICT 27 - MOJAVE","Community Services District",NA,"No","Yes","Full",NA,"Full",2842,6050,11957.15769,50.66843792,"Not At-Risk","NO","NO","NO","NO","NO",0.44,0.33,0.33,0,0,1.1,"Not Failing",0,0,0.5,"Yes","No","No","C","GW","GW","Self-produced",8.70797882662232
"503","CA1400036","KEELER COMMUNITY SERVICE DISTRICT","Inyo","DISTRICT 27 - MOJAVE","Community Services District",NA,"No","Yes","Full",NA,"Full",84,66,48466,23.55490275,"Failing","YES","YES","NO","NO","NO",2.5,1.5,0,1,301150,5,"Failing",0,0,0,"Yes","Yes","Yes","C","GW","GW","Self-produced",4.20469261939097
"504","CA3610045","LACSD - RIMFOREST","San Bernardino","DISTRICT 27 - MOJAVE","Community Services District",NA,"No","Yes","Full",NA,"Full",292,817,72173.18065,25.49212303,"Not At-Risk","NO","NO","NO","NO","NO",0,1,0.33,0.17,0,1.5,"Not Failing",0,0,0.5,"Yes","Yes","No","C","SWP","SW","Purchased",6.70686233660275
"505","CA1400109","SIERRA NORTH COMMUNITY SERVICE DISTRICT","Inyo","DISTRICT 27 - MOJAVE","Community Services District",NA,"No","Yes","Full",NA,"Full",16,42,76964,15.06362095,"Failing","YES","NO","NO","NO","NO",3.5,1.5,0,0.33,0,5.33,"Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",3.76120011569356
"506","CA1400002","STARLITE COMMUNITY SERVICE DISTRICT","Inyo","DISTRICT 27 - MOJAVE","Community Services District",NA,"No","Yes","Full",NA,"Full",71,231,51500,15.06362095,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0,0,0,0.33,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",5.44673737166631
"507","CA0400016","BERRY CREEK COMMUNITY SERVICE DIST","Butte","LPA34 - BUTTE COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",8,28,30764,31.48889645,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,1,0.5,0,1.83,"Not Failing",NA,NA,0.5,"Did not complete survey","No","No","C","GW","GW","Self-produced",3.36729582998647
"508","CA2600501","BIRCHIM COMMUNITY SERVICE DISTRICT","Mono","LPA56 - MONO COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",76,150,77917,16.8671982,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0,0,0,0.33,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",5.01727983681492
"509","CA3100011","AUBURN VALLEY COMMUNITY SERVICE DIS","Placer","LPA61 - PLACER COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",143,290,104274,5.80790069,"Not At-Risk","NO","NO","NO","NO","NO",0,0.5,0,0.33,0,0.83,"Not Failing",0,0,0,"Yes","No","No","C","GW","GW","Self-produced",5.67332326717149
"510","CA3100038","HEATHER GLEN COMMUNITY SERVICE DIST","Placer","LPA61 - PLACER COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",101,250,59583,6.601844853,"At-Risk","NO","NO","NO","NO","NO",2.25,1.33,0.92,0.33,0,4.83,"Not Failing",0.75,0.5,0,"No","No","No","C","SW","SW","Self-produced",5.52545293913178
"511","CA3200155","FRCCSD HOT SPRINGS","Plumas","LPA62 - PLUMAS COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",17,25,34350,22.86116402,"At-Risk","NO","NO","NO","NO","NO",0,1.5,1.42,0.67,0,3.59,"Not Failing",0.75,0,1,"Did not complete survey","No","No","C","GW","GW","Self-produced",3.25809653802148
"512","CA3200078","FRCCSD OLD MILL RANCH","Plumas","LPA62 - PLUMAS COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",36,32,34350,22.86116402,"At-Risk","NO","NO","NO","NO","NO",0.25,2,1.42,0.17,5e+05,3.84,"Not Failing",0.75,0,1,"No","No","Yes","C","GW","GW","Self-produced",3.49650756146648
"513","CA3205003","GOLD MOUNTAIN CSD","Plumas","LPA62 - PLUMAS COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",101,135,44975.32337,9.03234027,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0,0.67,0,1,"Not Failing",NA,NA,0,"No","No","No","C","GW","GW","Self-produced",4.91265488573605
"514","CA3200188","GREENHORN CREEK CSD","Plumas","LPA62 - PLUMAS COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",136,280,38125,11.93411112,"Potentially At-Risk","NO","NO","NO","NO","NO",0,0.33,1.42,1,0,2.75,"Not Failing",0.75,0,1,"No","No","No","C","GW","GW","Self-produced",5.63835466933375
"515","CA3205001","WALKER RANCH CSD","Plumas","LPA62 - PLUMAS COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",1107,150,64986.43577,17.48422057,"Not At-Risk","NO","NO","NO","NO","NO",0,2,0,0,0,2,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",5.01727983681492
"516","CA3205006","GRIZZLY RANCH CSD","Plumas","LPA62 - PLUMAS COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",65,102,NA,NA,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,0.75,0,0,1.33,"Not Failing",0.75,0,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",4.63472898822964
"517","CA3600022","BAKER COMMUNITY SERVICES DISTRICT","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",106,1000,NA,NA,"Potentially At-Risk","NO","NO","NO","NO","NO",1.75,0.33,0.33,0,0,2.41,"Not Failing",0,0,0.5,"Did not complete survey","No","No","C","GW","GW","Self-produced",6.90875477931522
"518","CA3600086","DAGGETT COMM SVCS DIST","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",196,795,28628,28.7507149,"Failing","YES","NO","NO","NO","NO",2.5,2,2,0.17,0,6.67,"Failing",NA,NA,1,"Did not complete survey","No","No","C","GW","GW","Self-produced",6.67959918584438
"519","CA3600087","DEER LODGE WATER SYSTEM","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",194,845,NA,NA,"Not At-Risk","NO","NO","NO","NO","NO",0,0.67,0,0.67,0,1.34,"Not Failing",0,0,0,"Yes","Yes","No","C","GW","GW","Self-produced",6.74051935960622
"520","CA4200870","CASMALIA COMMUNITY SERVICES DISTRICT","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",53,234,46914.75031,18.79908509,"Potentially At-Risk","NO","NO","NO","NO","NO",0.25,0,2,0.33,0,2.58,"Not Failing",NA,NA,1,"No","No","No","C","GW","GW","Self-produced",5.45958551414416
"521","CA5000005","CROWS LANDING COMM SVC DISTRICT","Stanislaus","LPA80 - STANISLAUS COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",138,500,36971.93739,38.34804291,"At-Risk","NO","NO","NO","NO","NO",1.5,1,0,0.83,158680.75,3.33,"Not Failing",0,0,0,"Yes","Yes","Yes","C","GW","GW","Self-produced",6.21660610108486
"522","CA5000008","KNIGHTS FERRY COMM. SVC. DIST.","Stanislaus","LPA80 - STANISLAUS COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",67,168,46422,31.03021501,"Potentially At-Risk","NO","NO","NO","NO","NO",0.75,1.33,0,0.33,0,2.41,"Not Failing",NA,NA,0,"No","No","No","C","SW","SW","Self-produced",5.12989871492307
"523","CA5000389","MONTEREY PARK TRACT CSD","Stanislaus","LPA80 - STANISLAUS COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",51,186,34519,54.86732485,"At-Risk","NO","NO","NO","NO","NO",0,2,2,0,1600075.79,4,"Not Failing",NA,NA,1,"Did not complete survey","No","Yes","C","GWP","GW","Purchased",5.23110861685459
"524","CA5000019","RIVERDALE PARK TRACT CSD","Stanislaus","LPA80 - STANISLAUS COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",180,610,53181.6922,54.86732485,"Failing","YES","NO","NO","NO","NO",2,2,0.67,0.17,0,4.84,"Failing",0,0,1,"Yes","Yes","No","C","GW","GW","Self-produced",6.4150969591716
"525","CA5000408","WESTLEY CSD","Stanislaus","LPA80 - STANISLAUS COUNTY","Community Services District",NA,"No","Yes","Full",NA,"Full",35,70,65637.19646,40.83938625,"At-Risk","NO","NO","NO","NO","NO",0,2.17,0.33,0.17,856173,2.67,"Not Failing",0,0,0.5,"Yes","Yes","Yes","C","GWP","GW","Purchased",4.26267987704132
