PWSID,PWS_Name,Counties_Served,Primacy_FINAL,Primacy_agency_SWRCB email,SAFER_REGULATOR,TYPE_consolidated_2018_original,Draft_inst_update_source,Draft_inst_update,Final_inst_update,Inst_Subtype,Notes,Notes_last_updated,Weird_case,Activemarch29?,SAFER_status_2023
CA5410034,DEL ORO CALIFORNIA PINES DISTRICT,Tulare,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,IOU,Original,IOU,Investor Owned Utility,B- Del Oro,,,,DEL ORO CALIFORNIA PINES DISTRICT,Potentially At-Risk
CA5400767,DEL ORO EAST PLANO DISTRICT,Tulare,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,IOU,Original,IOU,Investor Owned Utility,B- Del Oro,,,,DEL ORO EAST PLANO DISTRICT,At-Risk
CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,Tulare,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,IOU,Original,IOU,Investor Owned Utility,B- Del Oro,,,,DEL ORO GRANDVIEW GARDENS DISTRICT,Failing
CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,Tulare,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,IOU,Original,IOU,Investor Owned Utility,B- Del Oro,,,,DEL ORO RIVER ISLAND SERV TERR #1,Failing
CA5402048,DEL ORO RIVER ISLAND SERV TERR #2,Tulare,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,IOU,Original,IOU,Investor Owned Utility,B- Del Oro,,,,DEL ORO RIVER ISLAND SERV TERR #2,At-Risk
CA5400553,DEL ORO TRAVER DISTRICT,Tulare,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,IOU,Consolidations,IOU,Investor Owned Utility,B- Del Oro,,,,DEL ORO TRAVER DISTRICT,Failing
CA1500314,DEL ORO WC - COUNTRY ESTATES DIST,Kern,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,DISTRICT 12 - VISALIA,IOU,Original,IOU,Investor Owned Utility,B- Del Oro,,,,DEL ORO WC - COUNTRY ESTATES DIST,Failing
CA1510055,CWS - NORTH GARDEN,Kern,DISTRICT 12 - VISALIA,#N/A,DISTRICT 12 - VISALIA,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CWS - NORTH GARDEN,At-Risk
CA3610118,APPLE VALLEY RANCHOS WATER CO - YERMO,San Bernardino,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,IOU,Consolidations,IOU,Investor Owned Utility,A-LIB Apple Valley,"Appear owned by Liberty Utilities now, but CWS name didn't get updated",2/15/23,,APPLE VALLEY RANCHOS WATER CO - YERMO,Not At-Risk
CA3610017,HAVASU WC,San Bernardino,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,IOU,Original,IOU,Investor Owned Utility,D,,,,HAVASU WC,Failing
CA3610003,LIBERTY UTILITIES (AV RANCHOS) CORP.,San Bernardino,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,IOU,Original,IOU,Investor Owned Utility,A-LIB Apple Valley,Assigning class based on Liberty Utilities ,,,LIBERTY UTILITIES (AV RANCHOS) CORP.,Not At-Risk
CA3610105,GOLDEN STATE WATER CO - APPLE VLY NORTH,San Bernardino,DISTRICT 13 - SAN BERNARDINO,#N/A,DISTRICT 13 - SAN BERNARDINO,IOU,Original,IOU,Investor Owned Utility,A-GSWC,,,,GOLDEN STATE WATER CO - APPLE VLY NORTH,Not At-Risk
CA3610107,GOLDEN STATE WATER CO - APPLE VLY SOUTH,San Bernardino,DISTRICT 13 - SAN BERNARDINO,#N/A,DISTRICT 13 - SAN BERNARDINO,IOU,Original,IOU,Investor Owned Utility,A-GSWC,,,,GOLDEN STATE WATER CO - APPLE VLY SOUTH,Not At-Risk
CA3710001,CAL-AM WATER CORONADO,San Diego,DISTRICT 14 - SAN DIEGO,#N/A,DISTRICT 14 - SAN DIEGO,IOU,Original,IOU,Investor Owned Utility,A-CalAm,,,,CAL-AM WATER CORONADO,Not Assessed
CA1910004,GSWC - ARTESIA,Los Angeles,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,IOU,Original,IOU,Investor Owned Utility,A-GSWC,,,,GSWC - ARTESIA,Not At-Risk
CA1910011,"GSWC - BELL, BELL GARDENS",Los Angeles,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,IOU,Original,IOU,Investor Owned Utility,A-GSWC,,,,"GSWC - BELL, BELL GARDENS",Not At-Risk
CA1910030,GSWC - CULVER CITY,Los Angeles,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,IOU,Original,IOU,Investor Owned Utility,A-GSWC,,,,GSWC - CULVER CITY,Not At-Risk
CA1910155,GSWC - SOUTHWEST,Los Angeles,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,DISTRICT 15 - METROPOLITAN,IOU,Original,IOU,Investor Owned Utility,A-GSWC,,,,GSWC - SOUTHWEST,Not Assessed
CA1910077,GSWC - FLORENCE/GRAHAM,Los Angeles,DISTRICT 15 - METROPOLITAN,#N/A,DISTRICT 15 - METROPOLITAN,IOU,Original,IOU,Investor Owned Utility,A-GSWC,,,,GSWC - FLORENCE/GRAHAM,At-Risk
CA1910195,GSWC - HOLLYDALE,Los Angeles,DISTRICT 15 - METROPOLITAN,#N/A,DISTRICT 15 - METROPOLITAN,IOU,Original,IOU,Investor Owned Utility,A-GSWC,,,,GSWC - HOLLYDALE,Not At-Risk
CA1910098,GSWC - NORWALK,Los Angeles,DISTRICT 15 - METROPOLITAN,#N/A,DISTRICT 15 - METROPOLITAN,IOU,Original,IOU,Investor Owned Utility,A-GSWC,,,,GSWC - NORWALK,Not At-Risk
CA1910072,GSWC - WILLOWBROOK,Los Angeles,DISTRICT 15 - METROPOLITAN,#N/A,DISTRICT 15 - METROPOLITAN,IOU,Original,IOU,Investor Owned Utility,A-GSWC,,,,GSWC - WILLOWBROOK,Not At-Risk
CA1910006,SO. CAL. EDISON CO.-SANTA CATALINA,Los Angeles,DISTRICT 16 - CENTRAL,DISTRICT 16 - CENTRAL,DISTRICT 16 - CENTRAL,IOU,Original,IOU,Investor Owned Utility,C,"Southern California Edison is seemingly also a regulated water utility, this system has 5k residential customers- I'm assuming this is for Catalina Island where SCE provides water, electric and gas",2/15/23,,SO. CAL. EDISON CO.-SANTA CATALINA,Potentially At-Risk
CA1910241,LIBERTY UTILITIES - MESA CREST,Los Angeles,DISTRICT 16 - CENTRAL,#N/A,DISTRICT 16 - CENTRAL,Private,Consolidations,IOU,Investor Owned Utility,A-LIB Park Water,Assigning class based on Liberty Utilities ,2/16/23,,LIBERTY UTILITIES - MESA CREST,Not At-Risk
CA4110006,CALIFORNIA WATER SERVICE - BEAR GULCH,San Mateo,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CALIFORNIA WATER SERVICE - BEAR GULCH,Not At-Risk
CA4110007,CALIFORNIA WATER SERVICE - SAN CARLOS,San Mateo,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CALIFORNIA WATER SERVICE - SAN CARLOS,Not At-Risk
CA4110008,CALIFORNIA WATER SERVICE - SAN MATEO,San Mateo,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CALIFORNIA WATER SERVICE - SAN MATEO,Not Assessed
CA4110009,CALIFORNIA WATER SERVICE-S SAN FRANCISCO,San Mateo,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CALIFORNIA WATER SERVICE-S SAN FRANCISCO,Not At-Risk
CA4310001,CWSC LOS ALTOS SUBURBAN,Santa Clara,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CWSC LOS ALTOS SUBURBAN,Not At-Risk
CA4310022,GREAT OAKS WC INC,Santa Clara,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,IOU,Original,IOU,Investor Owned Utility,A- Great Oaks,,,,GREAT OAKS WC INC,Not Assessed
CA4300912,MECCHI WATER COMPANY,Santa Clara,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,IOU,Original,IOU,Investor Owned Utility,D,,,,MECCHI WATER COMPANY,At-Risk
CA4310011,SAN JOSE WATER,Santa Clara,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,IOU,Consolidations,IOU,Investor Owned Utility,A- San Jose Water,,,,SAN JOSE WATER,Not Assessed
CA4300575,TWIN VALLEY INC,Santa Clara,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,IOU,Original,IOU,Investor Owned Utility,D,,,,TWIN VALLEY INC,Failing
CA4300543,WEST SAN MARTIN WATER WORKS INC,Santa Clara,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,DISTRICT 17 - SANTA CLARA,IOU,Original,IOU,Investor Owned Utility,D,,,,WEST SAN MARTIN WATER WORKS INC,Not At-Risk
CA4910023,CALIFORNIA-AMERICAN LARKFIELD (PUC),Sonoma,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,IOU,Consolidations,IOU,Investor Owned Utility,A-CalAm,,,,CALIFORNIA-AMERICAN LARKFIELD (PUC),Not At-Risk
CA4900508,"CAZADERO WATER COMPANY, INC. (PUC)",Sonoma,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,IOU,Original,IOU,Investor Owned Utility,D,,,,"CAZADERO WATER COMPANY, INC. (PUC)",Failing
CA4910025,KENWOOD VILLAGE WATER COMPANY (PUC),Sonoma,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,IOU,Consolidations,IOU,Investor Owned Utility,D,,,,KENWOOD VILLAGE WATER COMPANY (PUC),Not At-Risk
CA4900533,MORTON'S WARM SPRINGS / SONOMA SPRINGS,Sonoma,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,IOU,Original,IOU,Investor Owned Utility,D,Confirmed CPUC system 3/22/23,3/22/23,,MORTON'S WARM SPRINGS / SONOMA SPRINGS,Not At-Risk
CA4910003,PENNGROVE WATER COMPANY (PUC),Sonoma,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,IOU,Original,IOU,Investor Owned Utility,C,,,,PENNGROVE WATER COMPANY (PUC),Not At-Risk
CA4910007,"SEA RANCH WATER COMPANY,THE (PUC)",Sonoma,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,IOU,Original,IOU,Investor Owned Utility,C,,,,"SEA RANCH WATER COMPANY,THE (PUC)",Not At-Risk
CA4900647,SERENO DEL MAR WATER COMPANY (PUC),Sonoma,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,IOU,Original,IOU,Investor Owned Utility,D,,,,SERENO DEL MAR WATER COMPANY (PUC),At-Risk
CA4900893,WEST WATER COMPANY (PUC),Sonoma,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,DISTRICT 18 - SONOMA,IOU,Original,IOU,Investor Owned Utility,D,,,,WEST WATER COMPANY (PUC),Potentially At-Risk
CA4910018,ARMSTRONG VALLEY-CAL WATER SERVICE (PUC),Sonoma,DISTRICT 18 - SONOMA,#N/A,DISTRICT 18 - SONOMA,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,ARMSTRONG VALLEY-CAL WATER SERVICE (PUC),Not At-Risk
CA4910024,CALIFORNIA-AMERICAN GEYSERVILLE (PUC),Sonoma,DISTRICT 18 - SONOMA,#N/A,DISTRICT 18 - SONOMA,IOU,Consolidations,IOU,Investor Owned Utility,A-CalAm,,,,CALIFORNIA-AMERICAN GEYSERVILLE (PUC),Potentially At-Risk
CA4900546,HAWKINS WATER CO-CAL WATER SERVICE (PUC),Sonoma,DISTRICT 18 - SONOMA,#N/A,DISTRICT 18 - SONOMA,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,HAWKINS WATER CO-CAL WATER SERVICE (PUC),Not At-Risk
CA4900785,NOEL HEIGHTS-CAL WATER SERVICE (PUC),Sonoma,DISTRICT 18 - SONOMA,#N/A,DISTRICT 18 - SONOMA,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,NOEL HEIGHTS-CAL WATER SERVICE (PUC),Not At-Risk
CA4900514,RANCHO DEL PARADISO-CAL WATER SVC (PUC),Sonoma,DISTRICT 18 - SONOMA,#N/A,DISTRICT 18 - SONOMA,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,RANCHO DEL PARADISO-CAL WATER SVC (PUC),Not At-Risk
CA1500333,CWS - FREMONT VALLEY,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CWS - FREMONT VALLEY,Not At-Risk
CA1510033,CWS - KERNVILLE,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CWS - KERNVILLE,At-Risk
CA1510049,CWS - LAKELAND,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CWS - LAKELAND,At-Risk
CA1510056,CWS - LOWER BODFISH WATER SYSTEM,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CWS - LOWER BODFISH WATER SYSTEM,At-Risk
CA1510026,CWS - UPPER BODFISH WATER SYSTEM,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CWS - UPPER BODFISH WATER SYSTEM,At-Risk
CA1510039,CWS SOUTHLAKE SYSTEM,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CWS SOUTHLAKE SYSTEM,Not At-Risk
CA1500374,CWS-GRAND OAKS WATER SYSTEM,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CWS-GRAND OAKS WATER SYSTEM,Not At-Risk
CA1510043,CWS-ONYX WATER SYSTEM,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CWS-ONYX WATER SYSTEM,Not At-Risk
CA1500407,CWS-SPLIT MOUNTAIN WATER SYSTEM,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CWS-SPLIT MOUNTAIN WATER SYSTEM,At-Risk
CA1510009,ERSKINE CREEK WC,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,IOU,Original,IOU,Investor Owned Utility,C,,,,ERSKINE CREEK WC,At-Risk
CA1500578,LONG CANYON WATER COMPANY CORP.,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,IOU,Original,IOU,Investor Owned Utility,D,,,,LONG CANYON WATER COMPANY CORP.,Potentially At-Risk
CA1510042,MOUNTAIN MESA WC,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,IOU,Original,IOU,Investor Owned Utility,D,,,,MOUNTAIN MESA WC,At-Risk
CA1500540,PINON VALLEY WATER COMPANY,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,IOU,Original,IOU,Investor Owned Utility,D,,,,PINON VALLEY WATER COMPANY,At-Risk
CA1500371,UNION PACIFIC RAILROAD CO.-KEENE WATER,Kern,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,DISTRICT 19 - TEHACHAPI,IOU,Consolidations,IOU,Investor Owned Utility,D,Confirmed CPUC 3/22/23 via email; Water system run by Union Pacific railroad which is a regulated utility but not a regulated water utility. Apparently tried to stop this role in 2000 or 2001 but blocked by CPUC: https://docs.cpuc.ca.gov/published/report/17876.pdf and https://docs.cpuc.ca.gov/published/Final_decision/58300-11.htm ; are they /merged with Keene Water System (Class D?),3/22/23,Yes,UNION PACIFIC RAILROAD CO.-KEENE WATER,At-Risk
CA0410002,CAL-WATER SERVICE CO.-CHICO,Butte,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CAL-WATER SERVICE CO.-CHICO,Not Assessed
CA5810001,CAL-WATER SERVICE CO.-MARYSVILLE,Yuba,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CAL-WATER SERVICE CO.-MARYSVILLE,Not At-Risk
CA0410005,CAL-WATER SERVICE CO.-OROVILLE,Butte,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CAL-WATER SERVICE CO.-OROVILLE,Potentially At-Risk
CA1110003,CAL-WATER SERVICE CO.-WILLOWS,Glenn,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CAL-WATER SERVICE CO.-WILLOWS,Potentially At-Risk
CA0405001,DEL ORO WATER CO.-LIME SADDLE MARINA,Butte,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,IOU,Original,IOU,Investor Owned Utility,B- Del Oro,,,,DEL ORO WATER CO.-LIME SADDLE MARINA,Not At-Risk
CA0410009,DEL ORO WATER CO.-MAGALIA,Butte,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,IOU,Original,IOU,Investor Owned Utility,B- Del Oro,,,,DEL ORO WATER CO.-MAGALIA,Not At-Risk
CA0410011,DEL ORO WATER CO.-PARADISE PINES,Butte,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,IOU,Original,IOU,Investor Owned Utility,B- Del Oro,,,,DEL ORO WATER CO.-PARADISE PINES,Not At-Risk
CA0410018,DEL ORO WATER CO.-STIRLING BLUFFS,Butte,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,IOU,Original,IOU,Investor Owned Utility,B- Del Oro,,,,DEL ORO WATER CO.-STIRLING BLUFFS,Not At-Risk
CA0605011,DEL ORO WC - ARBUCKLE DISTRICT,Colusa,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,IOU,Original,IOU,Investor Owned Utility,B- Del Oro,,,,DEL ORO WC - ARBUCKLE DISTRICT,Not At-Risk
CA1100404,DEL ORO WC - BLACK BUTTE DISTRICT,Glenn,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,IOU,Consolidations,IOU,Investor Owned Utility,B- Del Oro,,,,DEL ORO WC - BLACK BUTTE DISTRICT,Not At-Risk
CA5200574,DEL ORO WC - LARKSPUR MEADOWS,Tehama,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,DISTRICT 21 - VALLEY,IOU,Consolidations,IOU,Investor Owned Utility,B- Del Oro,,,,DEL ORO WC - LARKSPUR MEADOWS,Not At-Risk
CA1110002,CAL-WATER SERVICE CO.-HAMILTON CITY,Glenn,DISTRICT 21 - VALLEY,#N/A,DISTRICT 21 - VALLEY,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CAL-WATER SERVICE CO.-HAMILTON CITY,Not At-Risk
CA1910020,CAL-AM WATER COMPANY - EAST PASADENA,Los Angeles,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,IOU,Original,IOU,Investor Owned Utility,A-CalAm,"This might have been a consolidation at one point, CPUC lists East Pasadena Water Company as it's own utility as of 2020.",,,CAL-AM WATER COMPANY - EAST PASADENA,At-Risk
CA1910243,CALIFORNIA WATER SERVICE CO-LEONA VALLEY,Los Angeles,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CALIFORNIA WATER SERVICE CO-LEONA VALLEY,Not At-Risk
CA1910033,CALIFORNIA WATER SERVICE CO. - DOMINGUEZ,Los Angeles,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CALIFORNIA WATER SERVICE CO. - DOMINGUEZ,Not Assessed
CA1910036,CALIFORNIA WATER SERVICE CO. - ELA,Los Angeles,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CALIFORNIA WATER SERVICE CO. - ELA,Not Assessed
CA1910134,CALIFORNIA WATER SERVICE CO. - HERM/REDO,Los Angeles,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CALIFORNIA WATER SERVICE CO. - HERM/REDO,Not At-Risk
CA1910104,CALIFORNIA WATER SERVICE CO. - PALOS VER,Los Angeles,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CALIFORNIA WATER SERVICE CO. - PALOS VER,Not At-Risk
CA1910010,CALIFORNIA WATER SERVICE CO.-LANCASTER,Los Angeles,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CALIFORNIA WATER SERVICE CO.-LANCASTER,Not At-Risk
CA1910021,LIBERTY UTILITIES - COMPTON,Los Angeles,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,IOU,Consolidations,IOU,Investor Owned Utility,A-LIB Park Water,Assigning class based on Liberty Utilities ,2/15/23,,LIBERTY UTILITIES - COMPTON,Not At-Risk
CA1910039,SAN GABRIEL VALLEY WATER CO.-EL MONTE,Los Angeles,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,IOU,Consolidations,IOU,Investor Owned Utility,A- SGVCW,City of El Monte got special provisions in the Gvt Code to allow them to sell their CWS to an IOU,2/15/23,,SAN GABRIEL VALLEY WATER CO.-EL MONTE,Not Assessed
CA1910189,SAN GABRIEL VALLEY WATER CO.-MONTEBELLO,Los Angeles,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,DISTRICT 22 - ANGELES,IOU,Original,IOU,Investor Owned Utility,A- SGVCW,,,,SAN GABRIEL VALLEY WATER CO.-MONTEBELLO,Not At-Risk
CA1910242,CALIFORNIA WATER SERVICE CO-LAKE HUGHES,Los Angeles,DISTRICT 22 - ANGELES,#N/A,DISTRICT 22 - ANGELES,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,CALIFORNIA WATER SERVICE CO-LAKE HUGHES,Not At-Risk
CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,Los Angeles,DISTRICT 22 - ANGELES,#N/A,DISTRICT 22 - ANGELES,IOU,Consolidations,IOU,Investor Owned Utility,A-LIB Park Water,Assigning class based on Liberty Utilities ,2/15/23,,LIBERTY UTILITIES - BELLFLOWER-NORWALK,Potentially At-Risk
CA1910161,LIBERTY UTILITIES - LYNWOOD,Los Angeles,DISTRICT 22 - ANGELES,#N/A,DISTRICT 22 - ANGELES,IOU,Consolidations,IOU,Investor Owned Utility,A-LIB Park Water,Assigning class based on Liberty Utilities ,2/15/23,,LIBERTY UTILITIES - LYNWOOD,Not At-Risk
CA1000057,DEL ORO WATER CO - METROPOLITAN DISTRICT,Fresno,DISTRICT 23 - FRESNO,DISTRICT 23 - FRESNO,DISTRICT 23 - FRESNO,IOU,Original,IOU,Investor Owned Utility,B- Del Oro,,,,DEL ORO WATER CO - METROPOLITAN DISTRICT,Failing
CA1000018,EASTON ESTATES WATER COMPANY,Fresno,DISTRICT 23 - FRESNO,DISTRICT 23 - FRESNO,DISTRICT 23 - FRESNO,IOU,Original,IOU,Investor Owned Utility,D,,,,EASTON ESTATES WATER COMPANY,At-Risk
CA5400732,PIERPOINT SPRINGS WATER CO.,Tulare,DISTRICT 24 - TULARE,DISTRICT 24 - TULARE,DISTRICT 24 - TULARE,IOU,Original,IOU,Investor Owned Utility,D,,,,PIERPOINT SPRINGS WATER CO.,Not At-Risk
CA2110007,COAST SPRINGS - CAL. WATER SERVICE (PUC),Marin,DISTRICT 25 - MARIN,DISTRICT 25 - MARIN,DISTRICT 25 - MARIN,IOU,Original,IOU,Investor Owned Utility,A-CWSC,,,,COAST SPRINGS - CAL. WATER SERVICE (PUC),Not At-Risk
CA1310003,GSWC - CALIPATRIA,Imperial,DISTRICT 26 - IMPERIAL,DISTRICT 26 - IMPERIAL,DISTRICT 26 - IMPERIAL,IOU,Original,IOU,Investor Owned Utility,A-GSWC,,,,GSWC - CALIPATRIA,At-Risk
CA3610043,GOLDEN STATE WATER CO - BARSTOW,San Bernardino,DISTRICT 27 - MOJAVE,DISTRICT 27 - MOJAVE,DISTRICT 13 - SAN BERNARDINO,IOU,Original,IOU,Investor Owned Utility,A-GSWC,,,,GOLDEN STATE WATER CO - BARSTOW,Not At-Risk
CA3610108,GOLDEN STATE WATER CO - LUCERNE,San Bernardino,DISTRICT 27 - MOJAVE,DISTRICT 27 - MOJAVE,DISTRICT 13 - SAN BERNARDINO,IOU,Original,IOU,Investor Owned Utility,A-GSWC,,,,GOLDEN STATE WATER CO - LUCERNE,Not At-Risk
